objectname,RA,DEC,period,PeriodError,magdata,sector,R2
TIC 38907808,69.4482161,-65.27611895,0.276056694,0.0001103049758607,0.353725681,"[28, 35, 34, 37, 32, 33, 29, 31, 27, 38, 30]",0.999642401
TIC 441105436,323.8297321,-27.38046605,0.369084201,6.943069975793873e-05,0.36363813,[1],0.999642265
TIC 461498341,333.3348527,84.76031581,1.127980455,0.000194468409897,0.125891554,"[20, 25, 26, 60, 18, 52, 53, 40, 58, 19]",0.999641154
TIC 88118399,193.9858511,14.83978684,0.247913998,4.734619586950993e-05,0.20025086,"[50, 23]",0.999640923
TIC 159981348,241.2141693,53.71981893,0.261621386,4.766092256738008e-05,0.810721926,"[24, 25]",0.999640412
TIC 209169794,298.5808738,-29.91111549,0.806121386,0.0001383822043928,0.278794947,[27],0.999639623
TIC 193627658,266.5626784,45.39216633,0.786310522,0.0001176483329785,0.760542539,"[26, 25]",0.999637944
TIC 387513120,42.9803473,8.416131201,0.303610886,0.0001142119927355,0.375923537,"[43, 42, 4, 44]",0.99963794
TIC 365062319,20.67996012,8.880423651,0.430232542,0.0003238085835869,0.196016909,"[42, 43]",0.999637908
TIC 244207973,73.34125912,-3.381851755,0.613335643,0.0001597195286359,0.351197713,[5],0.999634841
TIC 66473439,355.7806399,-18.87514624,0.486182663,8.967962036191724e-05,0.249981184,[29],0.999634593
TIC 18433724,265.9725267,31.53009407,0.407484947,7.00981656219254e-05,0.371924875,"[26, 25]",0.999634252
TIC 1042350,153.9706067,27.81915789,0.353767375,6.209214836793887e-05,0.142377528,[48],0.999633202
TIC 298661555,272.4485069,49.04860892,0.227875075,4.963395170927487e-05,0.886568693,"[26, 25]",0.999632639
TIC 369218857,313.9923179,-36.44860452,0.327553395,6.124394162208221e-05,0.443876217,[1],0.999630044
TIC 18636142,266.8689707,32.35754094,0.431528299,0.0003074919055261,0.203160962,"[26, 25]",0.999628388
TIC 185223458,173.9556578,-6.429148683,0.277279009,0.0001152982986285,0.478896001,"[36, 46]",0.999627615
TIC 60007502,72.47531626,25.25808069,0.294913557,0.0001333032840129,0.404705826,"[44, 43]",0.999626647
TIC 9825731,260.9332256,31.29858482,0.590082657,0.0004042982584039,0.322571069,"[25, 26]",0.999625568
TIC 40083136,7.238546682,-8.210490652,0.235912838,5.047935025384302e-05,0.368038827,"[42, 3]",0.999624772
TIC 114500611,11.8168185,-19.69547566,0.488597183,0.0001171695355444,0.345028714,[3],0.999624713
TIC 18269802,264.8358316,35.70293115,0.343344095,0.0001566478893916,0.269234905,"[26, 25]",0.999624546
TIC 99784331,141.4966993,41.94188205,0.523282334,0.0001289636137969,0.167102881,"[21, 48]",0.999624212
TIC 181035310,287.5586671,5.027245634,0.345883817,0.0001576243563109,0.318705521,[54],0.999620221
TIC 185259483,175.1082988,-6.102530196,0.310822108,0.0001506978782693,0.416109985,"[36, 46, 9]",0.999619957
TIC 71467918,303.880823,-6.340269585,0.237948801,4.999428883189256e-05,0.47791342,[54],0.999619523
TIC 280371111,115.0649775,3.952619881,0.565804421,9.829748539538287e-05,0.825815636,[34],0.99961924
TIC 139452314,169.062836,35.84087337,0.346756133,0.0001550847816591,0.394513806,"[48, 22]",0.999618293
TIC 398985393,192.718452,-19.317329,0.439176801,0.0002661547744754,0.158417627,[10],0.999617692
TIC 159939533,240.3415219,48.49388676,0.282254785,5.213767490166161e-05,0.676383684,"[24, 25]",0.999617477
TIC 262713964,148.983235,2.258212804,0.572512443,0.0001314385084643,0.364477341,"[46, 45]",0.999615651
TIC 363885457,200.7678967,-43.34880857,0.351696954,0.000115601824948,0.165327372,[64],0.999614683
TIC 165458777,180.1513488,-39.25975275,0.292732674,6.066128862483905e-05,0.598795399,"[63, 64, 10]",0.999613597
TIC 406781370,170.5235077,46.72598417,0.895524565,0.000853974255106,0.344703234,"[21, 48, 22]",0.99961307
TIC 282137421,283.323098,21.22576226,0.493660809,0.000125602351064,0.115229684,"[54, 53]",0.999613001
TIC 328398979,47.29117187,3.395733414,0.455265567,0.000294235244546,0.196237358,[4],0.999612577
TIC 260411041,152.6384705,-43.36006734,0.402867318,0.0001944789013485,0.322934769,[36],0.999612227
TIC 357512000,186.7260028,-78.65471395,0.8802246,0.0001837431304459,0.356772605,"[66, 65, 11]",0.999612004
TIC 200282468,72.23944507,-47.13451806,0.852088756,0.0001186496058788,0.132875475,"[5, 4]",0.999611804
TIC 1630690,188.1924436,-16.4388613,0.413402334,0.0001460186927998,0.141551066,"[63, 10]",0.999611127
TIC 69818350,337.7752544,-19.68289659,0.233360343,8.615853924865228e-05,0.455509356,[28],0.999610974
TIC 153860019,127.3823127,72.52813548,0.231472006,4.448342931881779e-05,0.197932236,"[53, 47]",0.999610109
TIC 393943031,344.1080681,-36.01389545,0.449770587,8.394339342597244e-05,0.351098034,[2],0.999609805
TIC 46384498,133.9496825,12.46811079,0.812892142,0.0001646779022384,0.263657738,"[46, 45]",0.999608325
TIC 387513384,43.00708511,9.510712102,0.297552219,5.325696971890199e-05,0.410181521,"[43, 42, 4, 44]",0.99960817
TIC 25428504,248.7491528,-48.2567099,0.65190976,0.0001178047329347,1.189529149,[39],0.99960724
TIC 137860956,48.14494402,-19.53267842,0.385705882,8.891538438939206e-05,0.449144041,[4],0.99960718
TIC 32543789,84.57166637,-27.52049548,0.318975118,6.048459725851198e-05,0.340205115,[5],0.99960702
TIC 43712632,76.26972374,-7.561921168,0.927138986,0.0001638035971542,0.539874283,"[32, 5]",0.999605801
TIC 248410138,76.99871127,-5.843802407,0.821499974,0.0001509581676313,0.332114944,"[32, 5]",0.999603309
TIC 208755457,209.2550063,-57.29287826,0.410844493,9.12456067883717e-05,0.42595618,[65],0.999602448
TIC 57229962,251.1066361,41.9691971,0.423541738,0.0001477930271646,0.379895791,"[24, 25]",0.99960014
TIC 55756813,74.949033,-65.138119,0.342817929,7.52314507841491e-05,0.206330462,"[6, 7, 3, 5, 9, 11, 13, 4, 10, 12, 8]",0.999599429
TIC 200645730,320.6395839,-46.46058533,0.291603722,8.178896084179141e-05,0.191072019,[1],0.99959938
TIC 247003050,36.50566696,22.44588345,0.379900112,8.250697117653718e-05,0.491697097,"[42, 43]",0.999599306
TIC 201249189,0.449221245,-57.24206002,0.470647967,8.888166401060051e-05,0.19309476,"[1, 2]",0.999598167
TIC 232524483,193.4754737,77.20368892,0.373204418,0.0001877386300228,0.112590943,"[47, 41, 40, 21, 48, 53]",0.999596456
TIC 250957384,337.7982411,-7.082636332,0.339564346,0.0001759601665814,0.176826046,[42],0.999595649
TIC 93053299,84.31962499,-23.66116787,0.411003802,8.282178033658652e-05,0.320121973,[5],0.999594984
TIC 306772761,121.0431734,-67.91575053,0.41309548,7.944117488467684e-05,0.35560809,"[2, 5]",0.999594953
TIC 468670361,19.08757927,76.80271562,1.149758423,0.0004619554330391,0.183071188,[25],0.999594644
TIC 89543393,357.7648705,-19.07475211,0.470590659,0.0003496800390402,0.35519715,[2],0.999590966
TIC 193823999,268.8993431,43.80559676,0.369770861,0.0001121265328008,0.431467846,"[25, 26]",0.999590509
TIC 261981997,295.1544812,6.325246543,0.891202269,0.0003274759868246,0.303386323,[54],0.999589725
TIC 398842325,78.55778316,-21.70183267,0.529000129,0.0001076411592338,0.872110162,[32],0.99958959
TIC 251094131,37.95182046,-4.541254009,0.396238103,6.812533056166996e-05,0.420829063,[4],0.999588565
TIC 137881916,150.8013252,54.97160952,0.335405081,8.790441781244297e-05,0.138304914,[48],0.99958526
TIC 20660680,335.6200486,29.37012371,0.277860774,0.0001381940790168,0.141512726,[56],0.999584125
TIC 288226367,356.3401126,34.13914729,0.354860834,5.970215953677786e-05,0.237495506,[57],0.999582985
TIC 56721745,181.6092644,-3.163746643,0.284027983,5.527311728219265e-05,0.381682915,[46],0.999581872
TIC 163581410,174.2452874,-42.13987927,0.362859519,7.894075131935204e-05,0.264776464,"[37, 36]",0.999581062
TIC 156832130,98.49178585,-46.49908965,0.487259695,0.0001303758495459,0.104774476,"[33, 34, 32, 7]",0.999579566
TIC 164375251,265.4623452,47.85106954,0.540149598,0.0004764909535554,0.490524074,"[25, 26]",0.999579355
TIC 148963419,190.0612479,66.28599053,0.568488254,9.73855734939535e-05,0.998780664,"[22, 41, 15, 21]",0.999578095
TIC 175532970,46.02251822,-39.86803778,0.602050406,0.0001051519421663,0.20901354,"[30, 31]",0.999577096
TIC 304775926,165.422353,-55.413348,0.362103777,6.502658112696688e-05,0.191570532,[10],0.999573742
TIC 230221493,245.5062695,20.4293891,0.41188325,7.599968339330825e-05,0.271338684,[25],0.999573607
TIC 455064763,77.21563839,2.821041755,0.295639085,8.532460229974502e-05,0.594915356,[5],0.999573481
TIC 185244406,174.5821402,-9.251333341,0.663444376,0.00075567293039,0.335433179,[46],0.999570389
TIC 313611753,261.1268325,29.1139352,0.395536644,8.722064238193769e-05,0.317496989,"[25, 26]",0.999569927
TIC 40534599,174.6750337,-15.3125074,0.356924376,8.722568484133302e-05,0.142283334,"[36, 63, 9]",0.999568014
TIC 91606450,88.52140934,15.87948738,0.762016807,0.0001387596986208,0.125716484,"[45, 44, 33, 43]",0.999567304
TIC 100796064,311.8016638,-53.64872407,0.439258792,0.0003061489504171,0.420582602,[27],0.999567139
TIC 388129029,63.71086942,-68.23608894,0.29711225,6.395966973017299e-05,0.342790492,"[62, 64, 63, 61, 66, 65, 11, 10, 12, 13, 9]",0.999565556
TIC 156380098,159.886355,15.331026,0.345382235,5.531665423767154e-05,0.199693708,"[22, 45]",0.999563649
TIC 233233639,267.2584914,67.43652223,0.440457858,9.868241193280688e-05,0.286757883,"[58, 53, 49, 40, 56, 20, 16, 60, 24, 59, 54, 52, 57, 23, 47, 15, 19, 22, 17, 25, 26, 50]",0.999563477
TIC 143043815,55.27146862,-30.41855308,0.363363384,0.000130886384964,0.11662114,[4],0.999563407
TIC 146637697,42.56634588,-46.81893095,0.271815602,7.204155168092517e-05,0.465012549,[3],0.999562596
TIC 224605072,255.5991738,58.86997995,0.665152511,0.0001843392628611,0.265376445,"[55, 19, 23, 57, 16, 20, 49, 14, 47, 17, 58, 41, 48, 56, 59, 24, 53, 60, 40, 54, 21, 22, 26, 15, 52, 25, 50, 18]",0.999561935
TIC 322063571,14.39471748,-52.76566783,0.291463102,5.826847485387923e-05,0.282264434,[29],0.999560705
TIC 123038007,279.1171594,45.93977121,0.422731719,9.460637451146831e-05,0.370234321,[26],0.999560109
TIC 352166560,246.858896,-37.47718753,0.363783436,8.061489597117658e-05,0.248083018,[39],0.999559908
TIC 277565268,311.1240403,54.10194026,1.098118967,0.0018083806510798,0.417386284,"[55, 56, 15, 16, 57]",0.999558956
TIC 230478637,307.370268,32.79725872,0.668424268,0.0001265829506944,0.723293962,"[15, 41, 14, 55]",0.999556964
TIC 382425148,350.0694572,-44.06520965,0.36522037,6.938074039016637e-05,0.297518859,[2],0.99955671
TIC 458685569,131.9602729,9.441928652,0.422309906,7.230057501681198e-05,0.765474449,[34],0.999556499
TIC 375854100,336.1062519,70.3326651,0.266511801,3.770248358532567e-05,0.894647382,[25],0.999555968
TIC 367441602,78.37413974,32.23135333,0.319803737,0.0001321433635939,0.284844626,"[43, 45]",0.999555153
TIC 457172621,57.70570447,3.429259143,0.452234194,9.053826392659432e-05,0.321781593,[5],0.999554671
TIC 409368877,202.414546,15.2946353,0.302862794,5.926931512450068e-05,0.223039702,[50],0.99955448
TIC 401946845,57.83212009,-3.522250556,0.490662776,0.0002293379925223,0.396805335,"[31, 5]",0.999553011
TIC 412063998,0.5069401,-66.88858502,0.326702151,4.689631890111211e-05,0.493371957,[1],0.999552033
TIC 243352809,290.4020099,56.84313871,0.512240795,0.0002754256057792,0.267981291,"[57, 60, 41, 56, 16, 23, 54, 47, 40, 20, 14, 59, 53, 26, 15, 50]",0.999551498
TIC 353989471,272.5463927,55.63879506,0.309714942,6.880340073924372e-05,0.141437734,"[14, 49, 16, 19, 15, 24, 50, 48, 52, 55, 41, 54, 22, 40, 17, 23, 20, 25, 51, 21, 53, 26, 18, 47]",0.999550651
TIC 70761941,0.788318403,-34.93852778,0.265462651,5.353088879881687e-05,0.500606402,[2],0.999549949
TIC 279481568,105.5290719,-56.11755973,0.316445057,6.309299825893583e-05,0.567698641,"[63, 7, 62, 66, 61]",0.999549411
TIC 142625736,118.885305,-21.75951617,0.455633355,0.0001420436391273,0.510941908,[61],0.999548842
TIC 82524933,175.1288759,16.79325644,0.81242894,0.0009266917629794,0.106510623,[49],0.999548567
TIC 339637059,110.0011442,-54.19198796,0.676294056,0.0001302587280756,0.249115319,"[35, 33, 34, 36]",0.999547967
TIC 377253090,286.1926722,58.951232,0.424749064,0.0001821634051372,0.805789411,"[56, 17, 21, 20, 54, 49, 41, 19, 15, 60, 55, 57, 40, 14, 16, 53, 58, 26, 50, 24, 52, 23, 47, 25, 22, 51]",0.999546559
TIC 50492743,37.323281,-77.7560109,0.60234102,0.0001139727915487,0.21175287,"[28, 66, 27]",0.999544941
TIC 175458611,350.8096945,-37.515569,0.336190683,8.148723746761076e-05,0.7121846,"[29, 2]",0.999542481
TIC 438365313,97.16814676,16.49372138,0.494429582,0.0001033943911581,0.292917305,"[43, 45]",0.999538108
TIC 339859782,111.5498781,-56.92387201,0.407790134,0.0001250191169473,0.231501177,"[27, 36, 34, 37, 30, 35, 33]",0.999535782
TIC 278523489,332.3108598,-40.31614303,0.258784773,6.075996461537235e-05,0.291715394,[28],0.999535748
TIC 417118871,198.9620104,43.88566615,0.2821277,0.0001186901276514,0.339984921,"[22, 16, 49, 23]",0.999535636
TIC 230983365,24.733831,-58.579902,0.441209499,8.875921436804742e-05,0.11717147,"[28, 29]",0.999534427
TIC 318868129,41.53866499,0.285596611,0.375252801,7.583442907248588e-05,0.341455466,[4],0.999534033
TIC 379078910,204.4031336,7.264780972,0.299067908,7.728878790760725e-05,0.233883838,[50],0.999530834
TIC 22458666,186.7837597,-22.77420094,0.355917621,0.0001288053610995,0.282903009,[37],0.999529198
TIC 331201939,310.538646,21.93156353,0.554713957,0.0001467830942346,0.334097121,"[41, 15, 55]",0.999528052
TIC 192542237,154.4907982,-23.54850615,0.623908465,0.0006538241309679,0.120927361,"[36, 35]",0.999526974
TIC 372655296,101.802398,15.72613467,0.358556721,8.675284393207244e-05,0.623321435,[45],0.9995238
TIC 461597238,8.767844458,84.9888762,0.891265684,0.0006789157819643,0.11178598,[40],0.999523145
TIC 631474881,24.73369298,-58.58019425,0.441209499,8.127632059419141e-05,0.148346599,"[28, 29]",0.999523055
TIC 123311124,281.3915662,46.47361879,0.870495943,0.0002053266794543,0.274236722,"[54, 40, 14, 41, 26, 55, 53]",0.999522224
TIC 198389193,258.1937792,54.15064227,0.535707947,0.0005117452551691,0.292827908,"[52, 47, 40, 53]",0.999521639
TIC 319865847,292.5520773,-59.58986205,0.512867597,0.0001217395054311,0.226527275,[27],0.999521233
TIC 34274139,62.09214913,-8.074625954,0.420026031,0.0002665863880625,0.161851326,[32],0.999520321
TIC 167338355,98.34555811,-70.12482795,0.28850621,6.144506466846705e-05,0.732528184,"[65, 64, 13, 11, 63, 9, 66, 62, 61, 10, 12]",0.999519379
TIC 631474882,24.73386343,-58.57964027,0.441209499,0.0001233446279439,0.185105137,"[28, 29]",0.999518357
TIC 198410119,258.9665448,53.99099552,0.293844861,8.048444325912053e-05,0.191120608,"[24, 59, 60, 57, 56, 26, 58, 25]",0.999515791
TIC 316250867,51.81585817,54.65446624,0.684599661,0.0001369515737391,0.421126737,"[19, 18]",0.999515522
TIC 456517808,281.9231281,-50.83703268,0.874982328,0.0001232046929205,0.192982603,"[66, 13]",0.999515217
TIC 146557531,77.34178942,-19.54266167,0.270727142,4.7562482048869534e-05,0.358472405,[5],0.999513721
TIC 57297550,251.7231677,38.64951231,0.382002961,0.0001990801364947,0.252073317,"[24, 25]",0.999512794
TIC 229585542,271.5271567,72.58495477,0.509980241,0.0001312173593716,0.118838599,"[24, 57, 16, 51, 47, 26, 40, 56, 59, 58, 21, 41, 54, 22, 15, 14, 55, 53, 25, 48, 60, 20, 17, 49, 23, 19, 52, 50, 18]",0.99951274
TIC 33416807,344.8074413,-8.492377682,0.289759275,6.935638799392214e-05,0.136071828,[42],0.999512387
TIC 298757219,267.9756703,20.37419666,0.736383186,0.0001466465158776,0.233791401,[53],0.999511652
TIC 420134346,291.2884631,75.54943796,0.600475547,0.000117994282271,0.415165046,"[55, 47, 52, 48, 50, 53, 49, 41, 40, 51]",0.999507446
TIC 417052182,304.2117384,41.96146001,0.313524382,9.514641007695304e-05,0.295310046,"[55, 41, 15]",0.999505862
TIC 308094680,168.1151632,-16.71982186,0.411901482,8.653537895150303e-05,0.344522688,[36],0.999505481
TIC 274967957,257.4690995,42.93555251,0.401171364,0.0001837479126185,0.495790728,"[52, 53, 51]",0.999504728
TIC 274645120,301.2213132,37.75325418,0.900396581,0.0001370836046075,0.676886664,"[54, 15, 41, 55]",0.999503914
TIC 286169068,227.5825213,53.72768286,0.414393602,0.0002575829255116,0.376817383,"[49, 16, 24, 22]",0.999503167
TIC 76304643,274.1220855,37.83774014,0.572654256,0.0005059469751671,0.181880653,"[53, 54, 40]",0.999502563
TIC 165993119,196.6059317,34.48805358,0.342561204,6.35828051057708e-05,0.306360195,[49],0.999501801
TIC 164833847,284.9397501,47.33537361,0.706686398,0.0007662397404512,0.323196265,"[55, 14, 53, 41, 26]",0.99950096
TIC 193553960,245.6697586,43.01893796,0.413873378,6.475985596405184e-05,0.290624102,"[25, 24]",0.999499299
TIC 32284829,24.29761606,-34.98859783,0.464003846,0.0001024756190996,0.840142576,[3],0.999498136
TIC 440802037,109.3781556,13.57987486,0.66076995,0.0001466621451019,0.240658386,"[45, 46]",0.999495903
TIC 452819172,73.18132313,3.210871783,0.412005525,7.69353958723934e-05,0.304722433,[5],0.999495882
TIC 140580579,68.20523078,-73.75888623,0.744848872,0.0008054666816704,0.322306129,"[35, 33, 39, 36, 31, 28, 37, 27, 29, 38, 30, 32]",0.99949389
TIC 185236439,301.5026179,45.53062479,0.653952282,9.778902658082362e-05,0.378922151,"[55, 56, 54, 41, 15]",0.99948631
TIC 306508587,118.8770416,-66.99569569,1.107582866,0.0014540317898697,0.254053292,"[61, 5, 65, 2, 62, 66, 64, 63]",0.999484909
TIC 38383256,8.8372097,-8.379774361,0.290620691,0.000107623633744,0.199052199,"[42, 30, 43]",0.999483381
TIC 254298146,355.0857335,-25.50206225,0.387977366,7.036048888619801e-05,0.381211884,[2],0.999482792
TIC 72637266,31.99814836,-28.97813475,0.422444232,0.0002305093371487,0.28057437,[3],0.999481606
TIC 393610764,300.3580124,7.627747124,0.350982697,6.696597939887524e-05,0.368018099,[54],0.999480589
TIC 52906667,99.35558133,-1.592454743,1.098163505,0.000166015525052,0.195364176,[33],0.999480571
TIC 263306118,234.1632398,-68.27697345,0.392826664,8.098368758264072e-05,0.108307051,[39],0.999480532
TIC 69818351,337.7782448,-19.68309808,0.233360344,8.177495731483474e-05,0.588535257,[28],0.999479768
TIC 445924091,47.84452325,9.183954808,0.463603862,8.399930920882253e-05,0.24305024,"[43, 44, 42, 4]",0.999479344
TIC 10393493,267.7360338,33.54582813,0.360311367,0.0001225693438014,0.491043621,"[25, 26]",0.999479115
TIC 116484192,233.0200857,45.56872995,0.27638675,5.857721912748418e-05,0.343122803,"[50, 24, 51, 23]",0.999477665
TIC 233574062,282.1554536,61.86989729,0.299533659,5.441574037822593e-05,0.139377611,"[16, 14, 40, 54, 58, 57, 15, 56, 59, 41, 60, 49, 52, 53, 51, 47, 50]",0.999475136
TIC 150783753,2.878181617,19.66019745,0.590006391,9.451433844053186e-05,0.121063381,[57],0.99947094
TIC 318122518,307.6256862,-80.76646444,0.290684653,0.000114798602389,0.373455616,[39],0.999469085
TIC 96699884,322.3126779,16.08183786,0.28283873,5.627141374614314e-05,0.592322703,[55],0.999467133
TIC 299156852,289.1585382,48.09717072,0.744096706,0.0002747860425991,0.147568585,"[41, 15, 53, 54, 40, 55]",0.99946531
TIC 165831949,122.5810714,31.2613298,0.421732601,9.894568236366782e-05,0.616758224,"[45, 46]",0.999464782
TIC 115906237,84.58317628,32.77715407,0.344286923,0.0001921636640335,0.320974463,"[45, 43]",0.999464018
TIC 193635719,266.9327987,46.5420565,0.486393806,0.0001019061150565,0.445857754,"[26, 25]",0.999462627
TIC 329510125,273.3404703,22.51899912,0.275916234,8.382157823504559e-05,0.254962158,[26],0.99946214
TIC 365707254,324.1404272,53.69456995,0.369447476,0.0001009168608531,0.25777758,[57],0.99946038
TIC 34228656,146.5819073,-42.95904189,0.395444367,8.730019744222208e-05,0.193225306,"[35, 36]",0.999457065
TIC 138256097,220.7723431,30.40986118,0.463641484,0.0003324520017587,0.449190116,"[23, 24, 50]",0.999456368
TIC 182894226,282.200073,-45.48233,0.40848217,0.0002613075451811,0.546617523,[13],0.999454689
TIC 357604966,204.0398671,-18.11947377,0.418632811,0.0002601365582713,0.157302759,"[64, 37]",0.999453093
TIC 55007847,161.0916165,-7.185817761,0.611364318,0.0006803943651244,0.235606686,[35],0.999445965
TIC 158719398,165.4592262,-40.77026615,0.417814903,0.0002055221808765,0.458215982,[36],0.999443729
TIC 440657189,6.864951584,26.83694002,0.260163606,8.660522512970675e-05,0.208752571,"[57, 17]",0.999443353
TIC 219823570,203.9100153,49.2350346,0.293900584,8.996172925336291e-05,0.142147507,"[16, 49, 22, 15]",0.999439254
TIC 321977787,1.03800271,-52.87999675,0.263101259,8.077202237544575e-05,0.242856717,"[29, 28]",0.999439082
TIC 1450518,75.20409459,-32.21102519,0.333539141,8.610527744017538e-05,0.478376757,[5],0.999438677
TIC 420962954,82.07733546,-19.52130587,0.997845566,0.0018303429313003,0.376080217,"[5, 32]",0.999435102
TIC 193578361,265.7957464,43.45262684,0.258200981,4.734437602784969e-05,0.496129601,"[25, 26]",0.999434489
TIC 410299018,149.7797005,-22.14200939,0.355728588,0.0001651466356143,0.128929551,"[62, 9]",0.999432236
TIC 279224984,52.04013488,-1.301446605,1.063025279,0.0001471259180368,0.389758658,[4],0.999429318
TIC 468343249,12.4355267,77.89314247,0.371367626,0.0001865026693573,0.314464913,"[58, 19, 24, 25, 52, 18]",0.999428302
TIC 9384580,191.5523979,-25.56012972,0.314555969,0.0001457859001271,0.177685759,[37],0.999427835
TIC 452928315,121.6606603,1.929578373,1.092853376,0.0001642216317499,0.803818595,[61],0.999424508
TIC 233611409,283.3756048,63.91767458,0.695399742,0.0001146639355114,0.19568163,"[53, 47, 41, 54, 40, 49, 48, 52, 55, 51, 50]",0.999422729
TIC 157446808,264.6557965,37.89907855,0.545894931,0.0001486813852786,0.230377203,"[25, 52, 53]",0.999420757
TIC 18534775,266.3003865,33.4525599,0.335923491,8.30942722078009e-05,0.5808261,"[26, 25]",0.999417936
TIC 12864374,4.2016217,-14.45398048,0.303658371,5.743301796187308e-05,0.126971981,[29],0.99941561
TIC 401667272,311.4545771,-81.67757771,0.512403152,0.000105369845698,0.171021814,[39],0.999413071
TIC 200670652,3.302846791,-52.97785914,0.300109301,0.0001360281386742,0.272160917,"[29, 28]",0.999406194
TIC 101630269,150.6600282,-35.55494114,0.355507304,9.572572306539771e-05,0.227690536,"[35, 36]",0.999404532
TIC 206555954,333.6862923,-22.36678005,0.393977722,0.0002257718693344,0.264639892,[1],0.999401913
TIC 33596460,28.89936158,-24.5467361,0.424211459,0.0001191114923101,0.320679348,[3],0.99940177
TIC 306302773,95.65349217,55.99636983,0.447693156,8.746688730363603e-05,0.260496678,[60],0.999401409
TIC 134874392,196.2607348,-7.371525062,0.555558754,0.0002278868481611,0.393180163,[46],0.999395312
TIC 158389967,287.1246376,43.60017812,0.392878954,0.0002277217748757,0.777438925,"[55, 14, 53, 41, 40, 54]",0.999393856
TIC 260541250,97.00494703,-56.57213853,0.335930216,7.144616091947942e-05,0.46613896,"[66, 62, 61, 65, 63, 12, 11, 13]",0.999393264
TIC 200655763,320.828601,-46.37343534,0.295928414,0.0001140058472894,0.289914848,[1],0.999392094
TIC 38465274,55.13645024,-8.947622732,0.691040749,0.0001245513408034,0.319218111,[4],0.999390554
TIC 434167923,340.5203844,19.01370403,0.295532313,5.512391598268153e-05,0.129050613,[56],0.999388807
TIC 158173344,286.0571974,45.94935408,0.894242893,0.0012158371769932,0.280683046,"[54, 55, 26, 41, 14, 40, 53]",0.999387651
TIC 230273344,271.8964783,22.66379772,0.319934693,6.077991860026792e-05,0.244444393,[26],0.99938608
TIC 422035581,341.0421029,0.981599924,0.2846658,0.0001080457395476,0.354712763,[56],0.999383956
TIC 85585153,258.6780335,39.32442044,0.498079367,0.0002543541252385,0.276673894,[26],0.999381632
TIC 262465161,73.89305629,1.38043456,0.951225093,0.0002710626280748,1.067855065,"[32, 5]",0.999379919
TIC 68901227,249.6905829,39.38902812,0.275506575,4.815703856424075e-05,0.260569237,"[24, 25]",0.999376287
TIC 356192212,259.1750043,21.38495715,0.726644478,0.0001902612203998,0.335631814,"[25, 26]",0.999374782
TIC 30028394,43.44756707,-13.12898278,0.457456923,0.0001432247177065,0.282246754,[4],0.999374468
TIC 116503129,233.9207841,45.74326015,0.342389826,7.451327632573695e-05,0.30730665,"[50, 23, 24, 51]",0.999374414
TIC 26260590,153.354892,-6.510013,0.32758738,0.000167420631393,0.274410956,[8],0.999373823
TIC 401928563,57.45314264,-5.873240373,0.362569868,7.308145494698848e-05,0.361744509,[5],0.999373688
TIC 124205037,196.990495,-31.013357,0.332728033,7.038817254175552e-05,0.530965455,"[10, 64]",0.999361015
TIC 38707340,66.45425229,-60.51236244,0.564521845,0.0001527316506358,0.296982682,"[62, 66, 61, 63, 64, 65, 9, 13, 12, 11]",0.999359899
TIC 140493525,21.20964837,-32.6899267,0.309102654,0.0001876667997007,0.542973847,[3],0.999358734
TIC 374528501,305.7620796,10.32061425,0.597061379,0.0006066070267421,0.374323244,[54],0.999356634
TIC 402324760,353.7837569,-15.82220927,0.361376327,0.0001345287240816,0.48375671,[2],0.999353311
TIC 14545690,125.6791591,19.44955663,0.280018668,5.780573939898748e-05,0.266298702,"[45, 46]",0.999350349
TIC 289751874,160.2703088,57.58152457,0.273825131,6.383902159499692e-05,0.391144257,[48],0.999350149
TIC 251094451,38.06661424,-5.914253938,0.36307109,5.790478380048701e-05,0.371412486,[4],0.999347449
TIC 323529138,314.8603834,16.68110989,0.997302688,0.0001551677429273,0.255059819,[55],0.999345302
TIC 235073221,86.174315,-44.38543,0.298619948,6.0315489907362346e-05,0.100823822,"[6, 5]",0.999344912
TIC 298720052,242.8437805,-63.74221128,0.687771932,0.0002408963345699,0.332065008,"[66, 65]",0.999344727
TIC 170985789,233.7344758,-37.765108,0.879352603,0.000819351328609,0.137510862,[65],0.999339117
TIC 381454728,49.85332553,12.79127108,0.534904344,0.0001479618007396,0.147885225,"[44, 42, 43]",0.999338886
TIC 434106760,354.5296069,-13.73308788,0.28069041,6.0465109809852425e-05,0.520893363,"[2, 42]",0.999334896
TIC 345535359,69.59565437,10.44262008,0.424481921,8.316535878771561e-05,0.262286433,"[32, 5]",0.9993341
TIC 402795415,248.9857147,-64.58121587,0.910049784,0.0001769443249738,0.396546886,[66],0.999331317
TIC 198037741,61.65370701,-56.57527867,0.779623279,0.0001312603712739,0.328066274,"[5, 2, 4, 3]",0.999331272
TIC 162305237,169.244606,-44.106193,0.337383932,8.787528654551836e-05,0.202136543,"[10, 63]",0.999328088
TIC 4430704,116.8675056,33.44015891,0.367763886,9.1561634944237e-05,0.346539029,"[45, 46, 44]",0.99932451
TIC 198109209,209.5997705,46.8505704,0.957274283,0.0003307339727505,0.107161607,"[23, 50]",0.99932362
